market_id,token_id,question,outcome,category,n_obs,same_day_corr,best_lag,best_lag_corr,abs_best_lag_corr,volume,trade_count
251480,24842766552748344471109495861620350145347465269192160418313015054152221312418,Guatemala Presidential Election: Will Zury Ríos win?,No,,68,0.0529190365541313,-6,0.634613824611252,0.634613824611252,7121.38,0
500762,29946160877596415547301460982671434476187705476401557220696012271409961059424,Will another candidate win the MN-5 Democratic House District?,No,,103,-0.1310488096452499,3,0.522241138468143,0.522241138468143,60294.65,0
502880,57620731546687735269879364310112921790750370388331249830564128509626705313281,Manuel Bompard next Prime Minister of France?,Yes,,71,-0.0999732097173824,-1,0.5105763480966091,0.5105763480966091,21618.53727,0
507243,60304518423620089002715139708540867254166699944944544267480425736926330937657,Will the Democratic candidate win Pennsylvania by 2.0%-2.5%?,Yes,,78,-0.1676384079620863,-3,0.5091521207120318,0.5091521207120318,6020782.439055,0
501446,79068740139048161409817083788401591922745022741516398139544215028910369297656,Will Michael Waltz win the 2024 Republican VP nomination?,No,,70,-0.1246139015662506,7,0.5001548375043726,0.5001548375043726,407851.6,0
507245,111076573500690676115944497324241615344987559346927771959475137037769893795844,Will the Democratic candidate win Pennsylvania by 2.5% or more?,Yes,,78,-0.1843972258690235,-3,0.4953784364227244,0.4953784364227244,8343710.123152,0
519777,46427314982690900148482746737016368405968699801898624292882516041999385167082,Fed decreases interest rates by 25 bps after May 2025 meeting?,No,,103,-0.2340786806951133,-1,0.4881212696324016,0.4881212696324016,21653201.774564,27563
505096,34681052876603184876954082931581177940108693040225670448082807992642462204734,Will Republicans have fewer than 200 seats in House after election?,Yes,,110,-0.099544353892156,-3,0.4732125613453893,0.4732125613453893,125095.789881,0
502255,21156527210686941381775424819257183224033570098147278499802726624624233299909,Will Stancil wins Minnesota House Democratic Primary?,No,,64,0.2027805453807694,2,0.4723894282858701,0.4723894282858701,68734.35,0
509423,18643736262673120616374454849103286022008726996836644653847798696012244337592,Will Kamala Harris win Rhode Island by the largest margin?,Yes,,65,0.3720617367202903,5,0.4717473617050225,0.4717473617050225,31935.043181,0
501362,37237414737992721565448444116028577915582847535771383325448127295463708146364,Will another candidate win the MI-12 Democratic House Primary?,Yes,,97,-0.0776022916786016,1,0.4681854465125434,0.4681854465125434,1029.77,0
515897,93169692775007701338046499933753955945858003797034999845267023970262399353804,Will the AfD win 15-20% of the vote in the German election?,Yes,,85,-0.055548871383884,-1,0.4674893979615962,0.4674893979615962,4533058.575216,0
667068,89343546610870043006175857910040898510052723769258052800657392679702531243093,Will Trump resign before 2027?,No,,60,0.4048079784529314,7,-0.4666917625926698,0.4666917625926698,2686.199874,14
507236,88652562890608613951819322954078411688563841102506183389484584286896857433354,Will the Democratic candidate win Pennsylvania by 0%-0.5%?,Yes,,78,-0.257707671115501,-3,0.466279600977197,0.466279600977197,12530511.484186,0
502342,17506628930587868377907411772414661690151416321781634105440962938230038651754,Marine Le Pen next Prime Minister of France?,No,,71,0.3000788609058241,3,-0.4660762512194518,0.4660762512194518,65998.556811,0
249130,112374927319873994097516206135753284991531394396915100943792209321711089784396,Will another US bank fail in March?,Yes,,60,0.0450609910694882,3,0.4656940683774559,0.4656940683774559,2663.44,0
512228,95569577287799913620466523916203287477993167023148422338886384062076242245657,Will Bill Clinton attend presidential inauguration?,Yes,,74,-0.0331221697762572,3,0.4649897706991618,0.4649897706991618,105425.451933,0
535386,107275179100849327662903370781865040299590773140287639959306171889729810680638,Will Ras Baraka win the 2025 Democratic Primary for governor of New Jersey?,No,,63,-0.0472681925404604,-5,-0.462291266093039,0.462291266093039,181613.191837,1659
505563,44173215934600696194775437225031783531347151423896444044144183340001221863158,Trump nominates Tulsi Gabbard to Cabinet?,No,,85,-0.0297478084738717,-4,-0.4621525644825139,0.4621525644825139,395490.584412,0
519778,11948977256049640505529515118442328278366541768796561243240603850147585003221,No change in Fed interest rates after May 2025 meeting?,Yes,,103,-0.2248608316533391,-1,0.4613079824272705,0.4613079824272705,20629387.641397,25881
512227,27670431387557755271414697634685934334355455561526927096078904061443693946519,Will Barack Obama attend presidential inauguration?,Yes,,74,-0.0150151528794031,3,0.459114775900554,0.459114775900554,219703.50564,0
251966,68170838865889629300385021135689445602461116202049328360375827856808124332034,Argentina Presidential Election: Will Sergio Massa win?,Yes,,96,0.4588958615245725,0,0.4588958615245725,0.4588958615245725,174887.74,0
504387,35221814565141125482555519604089108397618039779577895876875574968540920741935,Will Kamala Harris go on SNL?,No,,94,0.0006855610140023,1,0.4588754964072891,0.4588754964072891,723146.933276,0
512325,111910413422671918936122538535145431385909364082485858588595246969087543566638,Fed increases interest rates by 25+ bps after January 2025 meeting?,No,,82,0.0113829909048671,2,0.4577010767722951,0.4577010767722951,56978076.059909,0
535389,43856300399024671192501056868134024489879660219004519550716216592571255295065,Will Mikie Sherrill win the 2025 Democratic Primary for governor of New Jersey?,Yes,,63,-0.1329228336598237,-5,-0.4576559552231058,0.4576559552231058,855055.279405,2918
504494,62906346854843026600780466242595591879256731166107167021180309597980343523177,Fed increases interest rates by 25+ bps after November 2024 meeting?,No,,96,-0.0635024306340257,2,0.4576313498650987,0.4576313498650987,133955589.249666,0
507232,49539165656724605609882251691244755731131924454450779476781877800179829314558,Will the Republican candidate win Pennsylvania by 1.5%-2.0%? ,Yes,,78,0.0649768093894318,4,0.4540573702166625,0.4540573702166625,693169.142794,0
567076,70777938832457297010976847611782188358717790755483726954168082419594142352067,Will Oliver Thomas win the 2025 New Orleans mayoral election?,Yes,,81,0.0482194211035086,2,-0.4535266673023103,0.4535266673023103,25506.016036,279
538998,40193563322265914700202943143322402129144953591509162864913745326347187426655,Will the Conservative Party win between 41% and 44% of the vote in the 2025 Canadian election?,No,,66,-0.0767419455904493,-4,0.4525488813621368,0.4525488813621368,10631.444875,0
501200,2237813131022310882280392656354940135683722869604169368826183625010328279613,Supreme Court votes in favor of Trump absolute immunity?,Yes,,65,-0.4516763132661956,0,-0.4516763132661956,0.4516763132661956,72266.68,0
