market_id,token_id,question,outcome,category,n_obs,same_day_corr,best_lag,best_lag_corr,abs_best_lag_corr,volume,trade_count
500762,29946160877596415547301460982671434476187705476401557220696012271409961059424,Will another candidate win the MN-5 Democratic House District?,No,,103,-0.1310488096452499,3,0.522241138468143,0.522241138468143,60294.65,0
501446,79068740139048161409817083788401591922745022741516398139544215028910369297656,Will Michael Waltz win the 2024 Republican VP nomination?,No,,70,-0.1246139015662506,7,0.5001548375043726,0.5001548375043726,407851.6,0
502255,21156527210686941381775424819257183224033570098147278499802726624624233299909,Will Stancil wins Minnesota House Democratic Primary?,No,,64,0.2027805453807694,2,0.4723894282858701,0.4723894282858701,68734.35,0
509423,18643736262673120616374454849103286022008726996836644653847798696012244337592,Will Kamala Harris win Rhode Island by the largest margin?,Yes,,65,0.3720617367202903,5,0.4717473617050225,0.4717473617050225,31935.043181,0
501362,37237414737992721565448444116028577915582847535771383325448127295463708146364,Will another candidate win the MI-12 Democratic House Primary?,Yes,,97,-0.0776022916786016,1,0.4681854465125434,0.4681854465125434,1029.77,0
667068,89343546610870043006175857910040898510052723769258052800657392679702531243093,Will Trump resign before 2027?,No,,60,0.4048079784529314,7,-0.4666917625926698,0.4666917625926698,2686.199874,14
502342,17506628930587868377907411772414661690151416321781634105440962938230038651754,Marine Le Pen next Prime Minister of France?,No,,71,0.3000788609058241,3,-0.4660762512194518,0.4660762512194518,65998.556811,0
249130,112374927319873994097516206135753284991531394396915100943792209321711089784396,Will another US bank fail in March?,Yes,,60,0.0450609910694882,3,0.4656940683774559,0.4656940683774559,2663.44,0
512228,95569577287799913620466523916203287477993167023148422338886384062076242245657,Will Bill Clinton attend presidential inauguration?,Yes,,74,-0.0331221697762572,3,0.4649897706991618,0.4649897706991618,105425.451933,0
512227,27670431387557755271414697634685934334355455561526927096078904061443693946519,Will Barack Obama attend presidential inauguration?,Yes,,74,-0.0150151528794031,3,0.459114775900554,0.459114775900554,219703.50564,0
